category,subcategory,skill_name,level,weighted_score,description,evidence_examples,developer_type
테스트,pytest-mock,모킹,Intermediate,32,pytest 모킹,mocker fixture,"Backend
테스트,hypothesis,속성 기반 테스트,Advanced,,76,랜덤 입력 테스트,"@given decorator, strategies"
테스트,tox,다중 환경 테스트,Intermediate,,35,환경별 테스트,"tox.ini, envlist"
테스트,coverage,커버리지,Intermediate,,30,코드 커버리지,"coverage run, coverage report"
테스트,Selenium,E2E 테스트,Intermediate,,35,웹 자동화,"webdriver, find_element"
테스트,Selenium,E2E 테스트,Advanced,80,Page Object Pattern,Page Object Model,"QA
테스트,Playwright,모던 E2E,Intermediate,,38,브라우저 자동화,"page.goto, page.click"
테스트,Playwright,모던 E2E,Advanced,,80,병렬 테스트,"pytest-playwright, parallel"
테스트,Locust,부하 테스트,Intermediate,,38,성능 테스트,"HttpUser, @task"
테스트,Locust,부하 테스트,Advanced,80,분산 부하 테스트,Master-slave setup,"QA
임베디드/IoT,MicroPython,마이크로컨트롤러,Basic,,10,기본 GPIO 제어,"Pin, PWM"
임베디드/IoT,MicroPython,마이크로컨트롤러,Intermediate,,35,센서 통합,"I2C, SPI protocols"
임베디드/IoT,CircuitPython,Adafruit,Basic,10,기본 보드 제어,board.LED,Embedded
임베디드/IoT,RPi.GPIO,Raspberry Pi,Intermediate,,32,GPIO 프로그래밍,"GPIO.setup, GPIO.output"
임베디드/IoT,MQTT,IoT 메시징,Intermediate,,35,Pub/Sub,"paho-mqtt, publish
임베디드/IoT,MQTT,IoT 메시징,Advanced,,76,QoS + 보안,"QoS levels, TLS"
임베디드/IoT,CoAP,제약 프로토콜,Advanced,72,경량 프로토콜,aiocoap library,Embedded
네트워킹,socket,저수준 네트워크,Intermediate,,32,TCP/UDP 소켓,"socket.socket, bind
네트워킹,socket,저수준 네트워크,Advanced,,76,논블로킹 소켓,"select, epoll"
네트워킹,asyncio,비동기 네트워크,Advanced,,80,프로토콜 구현,"asyncio.Protocol, transport"
네트워킹,Twisted,이벤트 기반,Advanced,76,네트워크 프레임워크,twisted.internet.reactor,Backend
네트워킹,Paramiko,SSH,Intermediate,,35,SSH 클라이언트,"SSHClient, exec_command"
네트워킹,Paramiko,SSH,Advanced,,76,SFTP + 키 관리,"SFTPClient, RSA keys"
네트워킹,Scapy,패킷 조작,Advanced,,76,네트워크 분석,"sniff, send
네트워킹,requests-html,웹 렌더링,Intermediate,,32,JavaScript 렌더링,"HTMLSession, render"
데이터 포맷,JSON,기본 처리,Basic,,6,"json.dumps, json.loads",json.dumps(data)
데이터 포맷,JSON,기본 처리,Intermediate,,25,커스텀 인코더,"JSONEncoder, default method"
데이터 포맷,YAML,설정 파일,Basic,9,yaml.safe_load,yaml.safe_load(file),"All
데이터 포맷,YAML,설정 파일,Intermediate,,30,복잡한 구조,"anchors, aliases"
데이터 포맷,TOML,설정 파일,Basic,9,toml.load,toml.load(file),"All
데이터 포맷,XML,XML 처리,Intermediate,,30,ElementTree,"ET.parse, find
데이터 포맷,XML,XML 처리,Advanced,,68,lxml + XPath,"lxml.etree, xpath"
데이터 포맷,Pickle,직렬화,Basic,,9,pickle.dump/load,"pickle.dump(obj, file)"
데이터 포맷,Pickle,직렬화,Advanced,,64,프로토콜 최적화,"protocol=5, __getstate__"
데이터 포맷,MessagePack,바이너리 직렬화,Intermediate,,35,효율적 직렬화,"msgpack.packb, unpackb"
데이터 포맷,Apache Avro,스키마 직렬화,Advanced,,72,스키마 진화,"avro schema, serialization"
데이터 포맷,Parquet,컬럼 스토리지,Intermediate,,38,효율적 저장,"pyarrow, pandas.to_parquet"
데이터 포맷,Parquet,컬럼 스토리지,Advanced,80,파티셔닝,partitioned writes,Data
문서화,Sphinx,문서 생성,Basic,10,기본 설정,sphinx-quickstart,All
문서화,Sphinx,문서 생성,Intermediate,35,autodoc,.. automodule::,All
문서화,Sphinx,문서 생성,Advanced,,80,커스텀 테마 + 확장,"custom theme, extensions"
문서화,MkDocs,Markdown 문서,Basic,10,기본 사이트,mkdocs.yml,All
문서화,MkDocs,Markdown 문서,Intermediate,32,Material 테마,mkdocs-material,All
문서화,pdoc,API 문서,Intermediate,30,자동 생성,pdoc --html,All
문서화,Swagger/OpenAPI,API 스펙,Intermediate,35,자동 문서화,FastAPI auto docs,"Backend
코드 품질,Black,코드 포맷터,Intermediate,25,자동 포맷팅,black .,All
코드 품질,isort,Import 정렬,Intermediate,25,Import 정렬,isort .,All
코드 품질,flake8,린터,Intermediate,28,스타일 체크,flake8 .,All
코드 품질,flake8,린터,Advanced,68,커스텀 플러그인,flake8 plugin development,All
코드 품질,pylint,정적 분석,Intermediate,30,코드 분석,pylint --rcfile=.pylintrc,All
코드 품질,pylint,정적 분석,Advanced,72,커스텀 체커,Custom checker,All
코드 품질,mypy,타입 체킹,Intermediate,32,기본 타입 체크,mypy .,All
코드 품질,mypy,타입 체킹,Advanced,76,strict 모드,mypy --strict,All
코드 품질,pyright,타입 체커,Advanced,72,빠른 타입 체크,pyright,All
코드 품질,bandit,보안 스캔,Intermediate,32,취약점 탐지,bandit -r .,"All
코드 품질,safety,의존성 체크,Intermediate,32,취약한 패키지,safety check,"All
코드 품질,pre-commit,Git hooks,Intermediate,35,자동 검사,.pre-commit-config.yaml,"All
코드 품질,SonarQube,종합 분석,Advanced,76,코드 품질 플랫폼,sonar-scanner,"All
패키징,setuptools,패키지 생성,Intermediate,30,setup.py,setuptools.setup,All
패키징,setuptools,패키지 생성,Advanced,,72,복잡한 설정,"setup.cfg, entry_points"
패키징,Poetry,의존성 관리,Basic,,12,기본 사용,"poetry init, poetry add"
패키징,Poetry,의존성 관리,Intermediate,,38,빌드 + 배포,"poetry build, poetry publish"
패키징,Poetry,의존성 관리,Advanced,80,플러그인 시스템,Poetry plugins,All
패키징,Pipenv,가상 환경,Intermediate,,30,Pipfile,"pipenv install, pipenv lock"
패키징,PDM,모던 패키지 관리,Intermediate,,35,PEP 582,"pdm add, pdm.lock"
패키징,PyInstaller,실행 파일,Intermediate,32,바이너리 생성,pyinstaller script.py,All
패키징,PyInstaller,실행 파일,Advanced,,76,최적화,"--onefile, custom hooks"
패키징,cx_Freeze,크로스 플랫폼,Advanced,72,멀티 플랫폼 빌드,setup.py with cx_Freeze,All
GUI,Tkinter,기본 GUI,Basic,,9,윈도우 생성,"Tk(), mainloop"
GUI,Tkinter,기본 GUI,Intermediate,,30,위젯 + 레이아웃,"Button, Entry
GUI,PyQt,Qt 프레임워크,Intermediate,,38,신호/슬롯,"QMainWindow, signals/slots"
GUI,PyQt,Qt 프레임워크,Advanced,,80,커스텀 위젯,"Custom widgets, painting"
GUI,Kivy,멀티터치,Intermediate,,35,모바일 앱,"Kivy App, kv language"
GUI,Kivy,멀티터치,Advanced,,80,Android/iOS 빌드,"buildozer, python-for-android"
GUI,Dear PyGui,모던 GUI,Intermediate,32,즉시 모드 GUI,dpg.create_context,All
게임 개발,Pygame,2D 게임,Basic,,10,기본 게임 루프,"pygame.init, game loop"
게임 개발,Pygame,2D 게임,Intermediate,,35,스프라이트 + 충돌,"Sprite, collide_rect"
게임 개발,Pygame,2D 게임,Advanced,,80,복잡한 게임,"Scene management, particles"
게임 개발,Pyglet,OpenGL,Intermediate,,38,OpenGL 렌더링,"pyglet.window, batch rendering"
과학 계산,SciPy,과학 함수,Intermediate,,35,최적화 + 적분,"scipy.optimize, scipy.integrate"
과학 계산,SciPy,과학 함수,Advanced,,80,신호 처리,"scipy.signal, FFT"
과학 계산,SymPy,심볼릭 수학,Intermediate,,35,대수 연산,"symbols, solve
과학 계산,SymPy,심볼릭 수학,Advanced,,76,미적분,"diff, integrate
과학 계산,Numba,JIT 컴파일,Intermediate,,38,성능 가속,"@jit, @vectorize"
과학 계산,Numba,JIT 컴파일,Advanced,,80,CUDA + 병렬,"@cuda.jit, parallel=True"
과학 계산,Cython,C 확장,Advanced,,80,C/C++ 통합,".pyx files, cdef"
특수 목적,requests-cache,HTTP 캐싱,Intermediate,30,요청 캐싱,CachedSession,"Backend
특수 목적,fake-useragent,User-Agent,Intermediate,25,랜덤 UA,UserAgent().random,"Backend
특수 목적,python-dotenv,환경 변수,Basic,9,.env 로딩,load_dotenv(),All
특수 목적,schedule,작업 스케줄링,Intermediate,28,간단한 스케줄,schedule.every().day.do(job),"Backend
특수 목적,Arrow,날짜/시간,Intermediate,,30,편리한 시간 처리,"arrow.now(), humanize"
특수 목적,pendulum,날짜/시간,Intermediate,,32,타임존 처리,"pendulum.now(), add"
특수 목적,python-dateutil,날짜 파싱,Intermediate,28,유연한 파싱,dateutil.parser.parse,All
특수 목적,phonenumbers,전화번호,Intermediate,28,번호 검증,phonenumbers.parse,"Backend
특수 목적,email-validator,이메일 검증,Intermediate,25,이메일 유효성,validate_email,"Backend
특수 목적,Pillow,이미지 처리,Intermediate,,30,이미지 조작,"Image.open, resize
특수 목적,reportlab,PDF 생성,Intermediate,,32,PDF 문서,"canvas, SimpleDocTemplate"
특수 목적,PyPDF2,PDF 조작,Intermediate,,30,PDF 읽기/쓰기,"PdfReader, PdfWriter"
특수 목적,python-barcode,바코드,Intermediate,,25,바코드 생성,"Code128, generate"
특수 목적,qrcode,QR 코드,Intermediate,25,QR 생성,qrcode.make,"Backend
Web3/Blockchain,web3.py,이더리움 상호작용,Intermediate,,38,스마트 컨트랙트 호출,"Web3(provider), contract.functions.call()"
Web3/Blockchain,web3.py,이더리움 상호작용,Advanced,,80,트랜잭션 서명,"sign_transaction, send_raw_transaction"
Web3/Blockchain,Brownie,스마트 컨트랙트 개발,Advanced,,76,테스트 + 배포,"brownie test, brownie run"
멀티미디어,pydub,오디오 편집,Intermediate,,32,오디오 조작,"AudioSegment, export"
멀티미디어,librosa,오디오 분석,Intermediate,,38,특징 추출,"librosa.load, librosa.feature"
멀티미디어,librosa,오디오 분석,Advanced,,80,스펙트로그램,"librosa.stft, mel_spectrogram"
멀티미디어,soundfile,오디오 I/O,Intermediate,,30,파일 읽기/쓰기,"sf.read, sf.write"
멀티미디어,pyaudio,실시간 오디오,Advanced,,72,스트리밍,"PyAudio stream, callback"
멀티미디어,OpenCV Video,비디오 처리,Intermediate,,35,비디오 읽기/쓰기,"cv2.VideoCapture, VideoWriter"
멀티미디어,moviepy,비디오 편집,Intermediate,,35,동영상 조작,"VideoFileClip, concatenate"
멀티미디어,moviepy,비디오 편집,Advanced,,76,이펙트 + 합성,"CompositeVideoClip, fx"
멀티미디어,ffmpeg-python,FFmpeg 래퍼,Advanced,72,복잡한 변환,ffmpeg.input().output(),Backend
GIS,GeoPandas,지리 데이터,Intermediate,,38,공간 데이터 분석,"GeoDataFrame, spatial joins"
GIS,GeoPandas,지리 데이터,Advanced,,80,복잡한 공간 연산,"buffer, union
GIS,Shapely,기하 객체,Intermediate,,35,도형 연산,"Point, Polygon
GIS,Folium,지도 시각화,Intermediate,,32,인터랙티브 지도,"folium.Map, Marker"
GIS,Folium,지도 시각화,Advanced,,72,커스텀 레이어,"GeoJson, choropleth"
GIS,pyproj,좌표 변환,Advanced,,68,투영 변환,"Transformer, CRS"
자동화,pyautogui,GUI 자동화,Intermediate,,30,마우스/키보드 제어,"click, press
자동화,pyautogui,GUI 자동화,Advanced,,68,이미지 인식,"locateOnScreen, confidence"
자동화,keyboard,키보드 제어,Intermediate,28,핫키,keyboard.add_hotkey,All
자동화,mouse,마우스 제어,Intermediate,,28,마우스 이벤트,"mouse.move, mouse.click"
자동화,pywinauto,Windows 자동화,Advanced,,72,윈도우 앱 제어,"Application, Desktop"
자동화,python-docx,Word 문서,Intermediate,,30,문서 생성,"Document, add_paragraph"
자동화,openpyxl,Excel 조작,Intermediate,,32,엑셀 읽기/쓰기,"load_workbook, save"
자동화,openpyxl,Excel 조작,Advanced,,72,복잡한 수식,"formulas, styles
자동화,xlwings,Excel 매크로,Advanced,,76,Python-Excel 통합,"xw.Book, UDF"
웹 스크래핑,Scrapy Splash,JavaScript 렌더링,Advanced,,76,동적 페이지,"Splash, scrapy-splash"
웹 스크래핑,Scrapy Redis,분산 크롤링,Advanced,80,Redis 기반 큐,RedisCrawlSpider,"Backend
웹 스크래핑,newspaper3k,뉴스 추출,Intermediate,,32,기사 파싱,"Article, download
웹 스크래핑,trafilatura,웹 콘텐츠 추출,Intermediate,,35,본문 추출,"fetch_url, extract"
웹 스크래핑,selenium-wire,네트워크 캡처,Advanced,,72,요청 인터셉트,"driver.requests, interceptor"
API 개발,FastAPI Rate Limiting,속도 제한,Intermediate,32,SlowAPI 통합,limiter.limit decorator,"Backend
API 개발,FastAPI Caching,응답 캐싱,Intermediate,35,fastapi-cache2,cache decorator,"Backend
API 개발,FastAPI Background Tasks,백그라운드 작업,Intermediate,32,비동기 작업,BackgroundTasks.add_task,"Backend
API 개발,FastAPI Events,이벤트 핸들러,Advanced,72,startup/shutdown,app.on_event,"Backend
API 개발,API 버저닝,버전 관리,Intermediate,,35,URL 버저닝,"/api/v1/, APIRouter prefix"
API 개발,API 버저닝,버전 관리,Advanced,76,헤더 기반 버저닝,Accept header versioning,Backend
메시징,ZeroMQ,메시징 라이브러리,Intermediate,,38,소켓 패턴,"REQ-REP, PUB-SUB
메시징,ZeroMQ,메시징 라이브러리,Advanced,,80,복잡한 패턴,"ROUTER-DEALER, proxy"
메시징,NATS,클라우드 네이티브 메시징,Intermediate,38,Pub/Sub,nats.py client,"Backend
메시징,NATS,클라우드 네이티브 메시징,Advanced,80,JetStream,persistent streams,"Backend
메시징,Pulsar,분산 메시징,Advanced,,76,Apache Pulsar,"producer, consumer
검색,Whoosh,순수 Python 검색,Intermediate,,35,전문 검색,"Index, Schema
검색,Elasticsearch DSL,쿼리 빌더,Intermediate,,38,파이썬 DSL,"Search, Q
검색,Elasticsearch DSL,쿼리 빌더,Advanced,,80,복잡한 쿼리,"nested, bool
검색,MeiliSearch,현대적 검색,Intermediate,35,빠른 검색,meilisearch-python client,Backend
검색,Typesense,오픈소스 검색,Intermediate,35,타입 안전 검색,typesense-python,Backend
시계열,InfluxDB,시계열 DB,Intermediate,,38,메트릭 저장,"InfluxDBClient, write_points"
시계열,InfluxDB,시계열 DB,Advanced,80,Flux 쿼리,Flux query language,"Data
시계열,TimescaleDB,PostgreSQL 확장,Advanced,76,하이브리드 DB,continuous aggregates,"Backend
시계열,Prophet,시계열 예측,Intermediate,,40,페이스북 예측 라이브러리,"Prophet model, fit
시계열,Prophet,시계열 예측,Advanced,,80,커스텀 시즌,"seasonality, holidays"
시계열,statsmodels,통계 모델,Advanced,,76,"ARIMA, 시계열","ARIMA
그래프 분석,NetworkX,그래프 라이브러리,Intermediate,,38,그래프 생성,"Graph, add_edge
그래프 분석,NetworkX,그래프 라이브러리,Advanced,,80,알고리즘,"pagerank, community detection"
그래프 분석,igraph,고성능 그래프,Advanced,,76,대규모 그래프,"igraph.Graph, clustering"
그래프 분석,graph-tool,효율적 그래프,Advanced,,80,C++ 기반,"Graph, graph_draw"
그래프 분석,py2neo,Neo4j 드라이버,Intermediate,,35,Cypher OGM,"Graph, Node
NLP,TextBlob,간단한 NLP,Intermediate,,30,감성 분석,"TextBlob, sentiment"
NLP,polyglot,다국어 NLP,Intermediate,,35,다국어 지원,"polyglot.text, detect_language"
NLP,fastText,단어 임베딩,Advanced,,72,Facebook 임베딩,"train_unsupervised, word vectors"
NLP,Flair,NER & 분류,Advanced,,76,문맥 임베딩,"Sentence, SequenceTagger"
NLP,AllenNLP,NLP 연구,Advanced,,80,딥러닝 NLP,"Predictors, Model"
컴퓨터 비전,Detectron2,객체 감지,Advanced,,80,Facebook 프레임워크,"DefaultPredictor, config"
컴퓨터 비전,MMDetection,객체 감지,Advanced,,80,OpenMMLab,"Config, inference"
컴퓨터 비전,Albumentations,이미지 증강,Intermediate,,38,빠른 augmentation,"Compose, transforms"
컴퓨터 비전,Albumentations,이미지 증강,Advanced,,80,커스텀 변환,"BasicTransform, DualTransform"
컴퓨터 비전,imgaug,이미지 증강,Intermediate,,35,다양한 변환,"Sequential, augmenters"
컴퓨터 비전,face_recognition,얼굴 인식,Intermediate,,38,얼굴 감지/인식,"face_locations, face_encodings"
로보틱스,ROS (rospy),로봇 운영체제,Advanced,,80,노드 통신,"rospy.init_node, Publisher
로보틱스,PyBullet,물리 시뮬레이션,Advanced,,76,로봇 시뮬,"pybullet.loadURDF, stepSimulation"
양자 컴퓨팅,Qiskit,IBM 양자,Advanced,,80,양자 회로,"QuantumCircuit, execute"
양자 컴퓨팅,Cirq,Google 양자,Advanced,,80,양자 알고리즘,"cirq.Circuit, Simulator"
바이오인포매틱스,Biopython,생물정보학,Advanced,,76,서열 분석,"SeqIO, Seq
바이오인포매틱스,scikit-bio,생물 데이터,Advanced,,72,다양성 분석,"diversity, distance"
금융,QuantLib,금융 공학,Advanced,,80,파생상품 가격,"ql.Option, ql.BlackScholes"
금융,zipline,백테스팅,Advanced,,76,알고리즘 트레이딩,"TradingAlgorithm, run_algorithm"
금융,TA-Lib,기술적 분석,Intermediate,,38,금융 지표,"talib.SMA, talib.RSI"
금융,yfinance,야후 금융,Intermediate,,32,주가 데이터,"yf.download, Ticker"
금융,ccxt,암호화폐 거래소,Intermediate,,38,거래소 API,"ccxt.binance, fetch_ticker"
금융,ccxt,암호화폐 거래소,Advanced,,80,알고 트레이딩,"create_order, watch_ticker"
과학 시뮬레이션,SimPy,이산 이벤트,Advanced,,72,프로세스 시뮬,"simpy.Environment, process"
과학 시뮬레이션,Mesa,에이전트 기반,Advanced,,76,ABM 시뮬,"Model, Agent
최적화,PuLP,선형 계획법,Intermediate,,38,LP/IP 문제,"LpProblem, LpVariable"
최적화,PuLP,선형 계획법,Advanced,,80,복잡한 제약,"solver selection, sensitivity"
최적화,CVXPY,볼록 최적화,Advanced,,76,최적화 문제,"cp.Variable, cp.Problem"
최적화,OR-Tools,Google 최적화,Advanced,,80,조합 최적화,"pywraplp, routing"
최적화,Optuna,하이퍼파라미터,Intermediate,,40,자동 튜닝,"study.optimize, suggest_int"
최적화,Optuna,하이퍼파라미터,Advanced,,80,고급 샘플링,"TPESampler, pruning"
분산 컴퓨팅,Ray,분산 컴퓨팅,Intermediate,,40,병렬 처리,"@ray.remote, ray.get"
분산 컴퓨팅,Ray,분산 컴퓨팅,Advanced,,80,Ray Tune + Serve,"ray.tune, ray.serve"
분산 컴퓨팅,Dask Distributed,분산 Dask,Advanced,,80,클러스터 컴퓨팅,"Client, LocalCluster"
분산 컴퓨팅,Joblib,병렬화,Intermediate,,32,간단한 병렬,"Parallel, delayed"
웹 서버,Gunicorn,WSGI 서버,Intermediate,32,프로덕션 서버,gunicorn app:app --workers 4,"Backend
웹 서버,Gunicorn,WSGI 서버,Advanced,,72,워커 튜닝,"worker_class, max_requests"
웹 서버,uWSGI,앱 서버,Advanced,72,고성능 서버,uwsgi.ini configuration,"Backend
웹 서버,Uvicorn,ASGI 서버,Intermediate,35,FastAPI 서버,uvicorn main:app,"Backend
웹 서버,Uvicorn,ASGI 서버,Advanced,76,멀티 워커,uvicorn with multiple workers,"Backend
웹 서버,Hypercorn,ASGI 서버,Advanced,,72,"HTTP/2, HTTP/3","hypercorn with h2
프록시,mitmproxy,HTTP 프록시,Advanced,,76,트래픽 분석,"mitmdump, addons"
프록시,requests-mock,HTTP 모킹,Intermediate,32,요청 모킹,requests_mock.Mocker,"Backend
설정 관리,Dynaconf,설정 라이브러리,Intermediate,,32,계층적 설정,"settings.get, validators"
설정 관리,python-decouple,설정 분리,Intermediate,28,환경별 설정,config from .env,"Backend
설정 관리,Hydra,복잡한 설정,Advanced,,72,구성 관리,"@hydra.main, compose"
상태 관리,Redis-py,Redis 클라이언트,Intermediate,,32,캐시 + 세션,"redis.Redis, get/set"
상태 관리,Redis-py,Redis 클라이언트,Advanced,,76,파이프라인 + Lua,"pipeline, eval"
상태 관리,aioredis,비동기 Redis,Advanced,72,비동기 Redis,aioredis.create_redis_pool,"Backend
웹 프레임워크,Django ORM,QuerySet 최적화,Advanced,72,select_related와 prefetch_related,select_related('author__profile'),"Backend
웹 프레임워크,Django ORM,Raw SQL 사용,Advanced,68,복잡한 쿼리,Model.objects.raw(),"Backend
웹 프레임워크,Django ORM,F() 표현식,Intermediate,35,필드 참조 연산,F('price') * 1.1,"Backend
웹 프레임워크,Django ORM,Q() 복잡한 쿼리,Advanced,,64,"OR, AND 조합",Q(a=1) | Q(b=2)
웹 프레임워크,Django ORM,Subquery 사용,Advanced,76,서브쿼리,Subquery(queryset),"Backend
웹 프레임워크,Django ORM,Aggregation,Intermediate,,38,집계 함수,"Count, Sum
웹 프레임워크,Django ORM,Annotation,Advanced,68,계산 필드,annotate(total=Sum('amount')),"Backend
웹 프레임워크,Django ORM,Transaction 관리,Advanced,72,트랜잭션,transaction.atomic(),"Backend
웹 프레임워크,Django ORM,Database Router,Advanced,80,멀티 DB 라우팅,DatabaseRouter class,"Backend
웹 프레임워크,Django ORM,Custom Manager,Advanced,68,커스텀 매니저,models.Manager 상속,"Backend
웹 프레임워크,Django ORM,Model Meta Options,Intermediate,,32,메타 옵션,"ordering, indexes
웹 프레임워크,Django 템플릿,템플릿 상속,Intermediate,,30,extends와 block,"{% extends %}, {% block %}"
웹 프레임워크,Django 템플릿,커스텀 템플릿 태그,Advanced,72,태그 작성,@register.simple_tag,"Backend
웹 프레임워크,Django 템플릿,커스텀 필터,Intermediate,35,필터 작성,@register.filter,"Backend
웹 프레임워크,Django 캐싱,뷰 캐싱,Intermediate,35,데코레이터 캐싱,@cache_page,"Backend
웹 프레임워크,Django 캐싱,템플릿 fragment 캐싱,Intermediate,32,부분 캐싱,{% cache 500 %},"Backend
웹 프레임워크,Django 캐싱,Low-level 캐싱,Advanced,,68,직접 제어,"cache.set, cache.get"
웹 프레임워크,Django Middleware,커스텀 미들웨어,Advanced,,76,요청/응답 처리,"__call__, process_view"
웹 프레임워크,Django Management Commands,커스텀 명령어,Intermediate,,38,manage.py 확장,"BaseCommand, handle()"
웹 프레임워크,Django REST Framework Serializer,중첩 직렬화,Advanced,,72,Nested serializer,"depth, SerializerMethodField"
웹 프레임워크,Django REST Framework Serializer,검증 로직,Intermediate,,38,validate 메서드,"validate_field, validate"
웹 프레임워크,Django REST Framework Permissions,커스텀 권한,Advanced,,68,권한 클래스,"BasePermission, has_permission"
웹 프레임워크,Django REST Framework Throttling,요청 제한,Intermediate,,35,Throttle 클래스,"AnonRateThrottle, UserRateThrottle"
웹 프레임워크,Django REST Framework Pagination,페이지네이션,Intermediate,32,커스텀 페이지,PageNumberPagination,"Backend
웹 프레임워크,Django REST Framework Filtering,필터링,Intermediate,,35,django-filter,"FilterSet, filterset_fields"
웹 프레임워크,FastAPI Dependency,계층적 의존성,Advanced,,72,중첩 Depends,"Depends(get_db), Depends(get_user)"
웹 프레임워크,FastAPI Dependency,제너레이터 의존성,Advanced,76,컨텍스트 관리,yield를 사용한 의존성,"Backend
웹 프레임워크,FastAPI Dependency,클래스 기반 의존성,Advanced,68,의존성 클래스,__call__ 메서드,"Backend
웹 프레임워크,FastAPI Pydantic,Field 검증,Intermediate,,35,Field constraints,"Field(gt=0, le=100)"
웹 프레임워크,FastAPI Pydantic,Custom validator,Advanced,68,커스텀 검증,@field_validator,"Backend
웹 프레임워크,FastAPI Pydantic,Config 설정,Intermediate,,32,모델 설정,"model_config, ConfigDict"
웹 프레임워크,FastAPI Response,다양한 응답 타입,Intermediate,,35,Response 모델,"JSONResponse, HTMLResponse
웹 프레임워크,FastAPI Response,파일 응답,Intermediate,32,파일 다운로드,FileResponse,"Backend
웹 프레임워크,FastAPI Request,파일 업로드,Intermediate,,35,멀티파트,"File, UploadFile"
웹 프레임워크,FastAPI Request,Form 데이터,Intermediate,30,폼 처리,Form(...),"Backend
웹 프레임워크,FastAPI Request,Header 파라미터,Intermediate,30,헤더 추출,Header(...),"Backend
웹 프레임워크,FastAPI Request,Cookie 파라미터,Intermediate,30,쿠키 처리,Cookie(...),"Backend
웹 프레임워크,FastAPI Background Tasks,백그라운드 작업,Intermediate,38,비동기 작업,BackgroundTasks.add_task,"Backend
웹 프레임워크,FastAPI Middleware,CORS 미들웨어,Intermediate,32,CORS 설정,CORSMiddleware,"Backend
웹 프레임워크,FastAPI Middleware,커스텀 미들웨어,Advanced,72,요청 인터셉트,BaseHTTPMiddleware,"Backend
웹 프레임워크,FastAPI Security,OAuth2 Password,Advanced,,72,OAuth2 흐름,"OAuth2PasswordBearer, OAuth2PasswordRequestForm"
웹 프레임워크,FastAPI Security,API Key,Intermediate,,35,API 키 인증,"APIKeyHeader, APIKeyQuery"
웹 프레임워크,FastAPI Testing,TestClient,Intermediate,,35,엔드포인트 테스트,"TestClient, client.get"
웹 프레임워크,FastAPI OpenAPI,커스텀 문서,Advanced,68,스키마 커스터마이징,openapi_schema 오버라이드,"Backend
웹 프레임워크,Flask Blueprint,모듈화,Intermediate,35,블루프린트,Blueprint 등록,"Backend
웹 프레임워크,Flask Blueprint,URL prefix,Intermediate,32,URL 접두사,url_prefix 설정,"Backend
웹 프레임워크,Flask Context,Application Context,Advanced,,68,앱 컨텍스트,"app_context(), current_app"
웹 프레임워크,Flask Context,Request Context,Advanced,,68,요청 컨텍스트,"request, session
웹 프레임워크,Flask 에러 처리,에러 핸들러,Intermediate,35,커스텀 에러,@app.errorhandler,"Backend
웹 프레임워크,Flask 에러 처리,abort,Intermediate,30,에러 발생,abort(404),"Backend
웹 프레임워크,Flask Signals,이벤트 시그널,Advanced,,68,시그널 처리,"before_request, after_request"
웹 프레임워크,Flask Session,세션 관리,Intermediate,35,세션 사용,session['key'],"Backend
웹 프레임워크,Flask 파일 업로드,secure_filename,Intermediate,32,안전한 파일명,secure_filename(),"Backend
데이터베이스,SQLAlchemy Core,Table 정의,Intermediate,,32,테이블 스키마,"Table, Column
데이터베이스,SQLAlchemy Core,Select 문,Intermediate,35,쿼리 빌더,select().where().order_by(),"Backend
데이터베이스,SQLAlchemy Core,Join,Advanced,64,테이블 조인,select().join(),"Backend
데이터베이스,SQLAlchemy ORM,relationship,Intermediate,,38,관계 정의,"relationship, backref"
데이터베이스,SQLAlchemy ORM,lazy loading,Advanced,,68,지연 로딩 전략,"lazy='select', 'joined'
데이터베이스,SQLAlchemy ORM,Session 관리,Advanced,,72,세션 라이프사이클,"session.add, commit
데이터베이스,SQLAlchemy ORM,Query API,Intermediate,,35,쿼리 작성,"filter, filter_by
데이터베이스,SQLAlchemy ORM,hybrid_property,Advanced,76,하이브리드 속성,@hybrid_property,"Backend
데이터베이스,SQLAlchemy Migration,Alembic,Intermediate,,38,DB 마이그레이션,"alembic revision, upgrade"
데이터 분석,Pandas DataFrame,인덱싱,Intermediate,,32,"loc, iloc","df.loc[]
데이터 분석,Pandas DataFrame,필터링,Intermediate,32,조건 필터,df[df['col'] > 10],"Data
데이터 분석,Pandas DataFrame,groupby,Intermediate,38,그룹 집계,df.groupby('col').agg(),"Data
데이터 분석,Pandas DataFrame,pivot_table,Advanced,68,피벗 테이블,pd.pivot_table(),"Data
데이터 분석,Pandas DataFrame,merge/join,Intermediate,,38,데이터 병합,"pd.merge(), df.join()"
데이터 분석,Pandas DataFrame,concat,Intermediate,32,데이터 결합,pd.concat(),"Data
데이터 분석,Pandas DataFrame,apply,Intermediate,35,함수 적용,df.apply(lambda x: ...),"Data
데이터 분석,Pandas DataFrame,map,Intermediate,32,Series 변환,series.map(),"Data
데이터 분석,Pandas DataFrame,applymap,Intermediate,32,모든 요소 적용,df.applymap(),"Data
데이터 분석,Pandas 결측치,dropna,Intermediate,30,결측치 제거,df.dropna(),"Data
데이터 분석,Pandas 결측치,fillna,Intermediate,32,결측치 채우기,df.fillna(),"Data
